loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,title,inq_last_6mths,revol_bal,total_pymnt,total_rec_late_fee,last_pymnt_amnt,acc_open_past_24mths,delinq_amnt,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_condition
11000, 36 months,16.14,387.49,C,C4,10+ years,OWN,45000,Major purchase,1,0,760.18,0,387.49,2,0,0,74513,16972,34900,26113,1
40000, 60 months,13.56,921.64,C,C1,7 years,MORTGAGE,145000,Debt consolidation,1,13090,876.44,0,921.64,6,0,0,366902,121002,21700,120452,1
40000, 60 months,12.98,909.72,B,B5,4 years,MORTGAGE,125000,Credit card refinancing,1,40531,1776.17,0,909.72,1,0,0,338461,143978,45000,110521,1
20000, 60 months,15.02,476.01,C,C3,5 years,RENT,85000,Debt consolidation,0,2508,926.99,0,476.01,4,0,0,46393,39485,8500,33993,1
12000, 36 months,6.46,367.57,A,A1,5 years,OWN,50000,Debt consolidation,1,11716,1128.68,0,367.57,2,0,0,38711,24608,20500,13011,1
3000, 36 months,10.33,97.27,B,B1,4 years,RENT,40000,Vacation,0,16302,191.96,0,97.27,3,0,0,87514,40577,25600,34314,1
20000, 60 months,11.8,442.88,B,B4,10+ years,RENT,72500,Credit card refinancing,0,20696,866.09,0,442.88,2,0,0,47000,29989,19000,18000,1
5000, 36 months,11.31,164.43,B,B3,1 year,RENT,50000,Credit card refinancing,2,14670,459.72,0,164.43,8,0,0,36400,14670,27500,0,1
11000, 36 months,8.81,348.83,A,A5,10+ years,OWN,75000,Debt consolidation,1,5211,689.58,0,348.83,5,0,0,144101,31788,24000,67801,1
25000, 36 months,6.46,765.77,A,A1,10+ years,RENT,117000,Credit card refinancing,0,25174,1518.08,0,765.77,2,0,0,65274,55483,7000,29174,1
4500, 36 months,8.81,142.71,A,A5,< 1 year,RENT,88000,Debt consolidation,0,3240,282.12,0,142.71,0,0,0,8600,3240,8600,0,1
25000, 60 months,14.47,587.82,C,C2,10+ years,MORTGAGE,164200,Credit card refinancing,0,104333,1145.49,0,587.82,2,0,0,188933,122112,104900,68433,1
15500, 36 months,7.02,478.74,A,A2,10+ years,RENT,54000,Debt consolidation,0,6942,948.41,0,478.74,1,0,0,15400,6942,15400,0,1
4000, 36 months,17.97,144.55,D,D1,10+ years,RENT,86000,Vacation,1,5011,283.11,0,144.55,2,0,0,16200,11054,9700,6500,1
20000, 60 months,10.72,432.07,B,B2,1 year,MORTGAGE,120000,Credit card refinancing,1,17349,846.27,0,432.07,3,0,0,517791,109522,26000,130548,1
3200, 36 months,10.33,103.76,B,B1,< 1 year,RENT,40000,Debt consolidation,0,3973,204.77,0,103.76,3,0,0,41315,22389,6500,34815,1
8000, 36 months,14.47,275.26,C,C2,10+ years,RENT,50000,Debt consolidation,0,7448,505.5,0,275.26,7,0,0,46024,25218,12300,21324,1
10000, 36 months,7.56,311.34,A,A3,4 years,RENT,200000,Credit card refinancing,1,18019,336.54,0,342.84,2,0,0,85168,22123,61900,18468,1
10000, 60 months,8.19,203.68,A,A4,nan,MORTGAGE,80000,Credit card refinancing,0,13058,400.54,0,203.68,1,0,0,147600,16920,16800,5800,1
4000, 36 months,8.19,125.7,A,A4,2 years,MORTGAGE,89400,Credit card refinancing,2,17359,248.67,0,125.7,21,0,0,248900,20845,16700,4700,1
9500, 36 months,11.8,314.63,B,B4,1 year,OWN,26880,Credit card refinancing,0,11435,619.92,0,314.63,8,0,0,54900,11435,36100,0,1
4000, 36 months,7.02,123.55,A,A2,10+ years,MORTGAGE,67000,Home improvement,0,7917,244.76,0,123.55,4,0,0,55331,16584,24200,21731,1
25000, 36 months,23.4,972.97,E,E1,2 years,RENT,130000,Debt consolidation,2,33327,1167.97,0,1216.72,11,0,0,173270,132933,29600,122870,1
12000, 60 months,13.56,276.49,C,C1,10+ years,MORTGAGE,220000,Home improvement,0,33015,539.42,0,276.49,1,0,0,409425,33526,13500,37200,1
6200, 36 months,6.46,189.92,A,A1,9 years,MORTGAGE,59900,Credit card refinancing,0,10068,197.71,0,201.05,3,0,0,207330,10068,17300,0,1
5000, 36 months,8.81,158.56,A,A5,2 years,OWN,22000,Debt consolidation,0,4157,313.45,0,158.56,6,0,0,49700,4157,38900,0,1
11000, 60 months,16.14,268.32,C,C4,10+ years,RENT,54000,Debt consolidation,0,12377,521.84,0,268.32,2,0,0,54851,25230,31500,20551,1
22000, 36 months,6.46,673.88,A,A1,4 years,MORTGAGE,122000,Credit card refinancing,0,26060,1335.92,0,673.88,1,0,0,275286,52931,26000,32681,1
10000, 36 months,16.14,352.27,C,C4,8 years,MORTGAGE,100000,Debt consolidation,1,6692,691.09,0,352.27,1,0,0,50639,15742,23200,25739,1
10000, 36 months,6.46,306.31,A,A1,10+ years,MORTGAGE,75000,Credit card refinancing,0,3010,2607.24,0,306.31,1,0,0,113150,10596,59100,44050,1
5000, 36 months,11.8,165.6,B,B4,10+ years,MORTGAGE,115000,Other,1,86609,326.28,0,165.6,8,0,0,618409,138718,35000,72909,1
10000, 60 months,22.35,278.19,D,D5,10+ years,RENT,40000,Credit card refinancing,3,6221,537.76,0,278.19,7,0,0,54735,17542,4500,28935,1
8000, 36 months,10.72,260.86,B,B2,< 1 year,MORTGAGE,35000,Debt consolidation,0,4760,514.57,0,260.86,0,0,0,533310,7531,0,9029,1
15000, 36 months,8.81,475.68,A,A5,5 years,RENT,65000,Credit card refinancing,1,6583,940.35,0,475.68,6,0,0,101980,41412,39100,49680,1
17000, 60 months,27.27,521.85,E,E5,2 years,MORTGAGE,85000,Credit card refinancing,0,16592,547.61,0,586.24,6,0,0,65649,60248,7200,41149,1
10000, 36 months,7.02,308.87,A,A2,6 years,RENT,56000,Credit card refinancing,1,16239,600.19,0,308.87,3,0,0,120182,73016,23500,65182,1
12500, 36 months,7.56,389.18,A,A3,10+ years,MORTGAGE,250000,Credit card refinancing,1,11960,770.48,0,389.18,7,0,0,276921,12417,108300,0,1
12950, 36 months,7.56,403.19,A,A3,10+ years,MORTGAGE,55000,Debt consolidation,1,2160,13020.7055,0,13028.87,5,0,0,284545,35586,30300,38398,1
28000, 36 months,6.46,857.67,A,A1,10+ years,MORTGAGE,80000,Credit card refinancing,1,17525,1700.27,0,857.67,2,0,0,293756,47978,51200,49856,1
12000, 36 months,16.14,422.72,C,C4,4 years,RENT,47308,Credit card refinancing,3,15855,766.15,0,359.57,10,0,0,40699,18702,18300,10249,1
20000, 36 months,10.33,648.45,B,B1,5 years,RENT,80000,Debt consolidation,0,4765,1279.68,0,648.45,4,0,0,63864,48298,6100,57764,1
15000, 36 months,7.02,463.3,A,A2,< 1 year,MORTGAGE,60000,Credit card refinancing,0,15844,917.82,0,463.3,6,0,0,162700,15844,56800,0,1
30000, 36 months,11.8,993.57,B,B4,7 years,MORTGAGE,80000,Debt consolidation,0,16881,1957.64,0,993.57,11,0,0,356834,216457,36000,187297,1
30000, 36 months,11.31,986.58,B,B3,1 year,RENT,100000,Major purchase,0,4093,7944.88,0,986.58,7,0,0,140589,87099,27000,101289,1
24000, 60 months,19.92,634.79,D,D3,3 years,MORTGAGE,86000,Other,0,8823,1229.74,0,634.79,5,0,0,209730,161661,11500,198230,1
25000, 60 months,18.94,647.69,D,D2,10+ years,RENT,102000,Debt consolidation,1,5878,1255.92,0,647.69,2,0,0,36913,27922,0,28213,1
13000, 36 months,13.56,441.54,C,C1,4 years,RENT,55000,Car financing,1,1776,868.39,0,441.54,5,0,0,102516,64345,3400,83016,1
12000, 36 months,6.46,367.57,A,A1,5 years,MORTGAGE,110000,Credit card refinancing,0,8521,363.27,0,369.73,3,0,0,110491,26622,43400,25191,1
21000, 36 months,8.81,665.94,A,A5,< 1 year,OWN,96200,Debt consolidation,1,0,650.52,0,665.94,3,0,0,168514,171245,500,158225,1
30000, 60 months,15.02,714.02,C,C3,10+ years,MORTGAGE,78000,Debt consolidation,0,53971,1390.49,0,714.02,2,0,0,383454,227114,49700,144500,1
10000, 36 months,11.31,328.86,B,B3,nan,OWN,23903,Credit card refinancing,0,11262,648.3,0,328.86,0,0,0,17600,11262,8600,0,1
13000, 36 months,19.92,482.6,D,D3,1 year,RENT,19000,Debt consolidation,2,35,468.22,0,489.8,5,0,0,22600,9945,7000,12000,1
5000, 36 months,13.56,169.83,C,C1,1 year,RENT,25440,Debt consolidation,2,3834,719.01,0,169.83,4,0,0,23900,6931,9200,3000,1
24000, 60 months,12.98,545.83,B,B5,6 years,MORTGAGE,95000,Debt consolidation,0,36061,537.18,0,563.14,9,0,0,392316,134526,48300,119016,1
18000, 60 months,16.91,446.48,C,C5,nan,RENT,0,Debt consolidation,0,8546,867.6,0,446.48,4,0,0,50201,22333,14400,25901,1
30500, 36 months,11.8,1010.13,B,B4,10+ years,MORTGAGE,77000,Credit card refinancing,0,29364,1990.27,0,1010.13,8,0,0,327372,45085,41800,18500,1
12500, 60 months,12.98,284.29,B,B5,10+ years,MORTGAGE,80000,Major purchase,0,16791,555.06,0,284.29,6,0,0,175485,76395,26000,70510,1
30000, 36 months,15.02,1040.26,C,C3,10+ years,RENT,68500,Debt consolidation,0,24028,2042.97,0,1040.26,0,0,0,24600,24028,21200,0,1
9900, 36 months,11.31,325.57,B,B3,10+ years,MORTGAGE,50000,Credit card refinancing,2,9692,638.7,0,325.57,3,0,0,202952,71384,8200,70152,1
39500, 60 months,16.91,979.77,C,C5,10+ years,MORTGAGE,90000,Debt consolidation,0,34583,1903.88,0,979.77,10,0,0,309694,66516,37400,70628,1
20000, 60 months,16.91,496.09,C,C5,6 years,RENT,78000,Debt consolidation,0,20331,964,0,496.09,3,0,0,100879,63261,21800,57179,1
30000, 36 months,16.14,1056.79,C,C4,10+ years,MORTGAGE,75000,Debt consolidation,0,16957,2073.23,0,1056.79,3,0,0,140227,94454,15700,120727,1
16000, 36 months,8.81,507.39,A,A5,5 years,RENT,65000,Debt consolidation,0,9339,944.3,0,507.39,3,0,0,122868,110853,13400,107468,1
9600, 36 months,8.19,301.68,A,A4,< 1 year,MORTGAGE,35000,Debt consolidation,0,10011,596.81,0,301.68,4,0,0,172747,15230,14400,9889,1
10000, 36 months,7.02,308.87,A,A2,1 year,MORTGAGE,155000,Debt consolidation,3,5680,611.89,0,308.87,8,0,0,486276,129282,55000,160576,1
38000, 60 months,16.91,942.56,C,C5,3 years,MORTGAGE,160000,Credit card refinancing,2,16724,1831.57,0,942.56,5,0,0,450962,33281,17800,21241,1
10000, 36 months,8.81,317.12,A,A5,< 1 year,RENT,150000,Credit card refinancing,2,6028,626.9,0,317.12,3,0,0,73702,45741,13700,58802,1
25000, 60 months,17.97,634.43,D,D1,1 year,RENT,55000,Credit card refinancing,0,18979,1231.42,0,634.43,1,0,0,50500,18979,50500,0,1
15000, 36 months,8.81,475.68,A,A5,10+ years,MORTGAGE,57000,Debt consolidation,0,14547,940.35,0,475.68,6,0,0,203469,45872,39100,82369,1
20000, 36 months,13.56,679.29,C,C1,2 years,MORTGAGE,32000,Debt consolidation,0,10986,1335.98,0,679.29,0,0,0,282850,10986,14000,0,1
24900, 36 months,20.89,936.71,D,D4,2 years,OWN,27140,Debt consolidation,0,8556,1830.07,0,936.71,1,0,0,56356,26220,22700,28656,1
11000, 36 months,7.02,339.75,A,A2,< 1 year,MORTGAGE,60000,Credit card refinancing,0,9159,673.06,0,339.75,2,0,0,284859,21017,19300,13159,1
30000, 60 months,16.91,744.13,C,C5,2 years,RENT,113000,Debt consolidation,1,52953,1445.98,0,744.13,9,0,0,197106,107418,86100,63206,1
10300, 36 months,23.4,400.87,E,E1,3 years,RENT,57000,Debt consolidation,0,7329,687.93,0,400.87,6,0,0,38133,24922,13400,23333,1
1700, 36 months,13.56,57.74,C,C1,nan,RENT,54000,Medical expenses,0,3579,113.56,0,57.74,7,0,0,24700,7852,2500,4500,1
29000, 36 months,11.8,960.45,B,B4,10+ years,OWN,126000,Debt consolidation,1,14971,1892.38,0,960.45,5,0,0,131260,72119,6700,73660,1
5800, 36 months,8.81,183.93,A,A5,5 years,OWN,68000,Debt consolidation,0,2789,363.6,0,183.93,3,0,0,75817,58196,2600,69017,1
30000, 60 months,17.97,761.32,D,D1,10+ years,MORTGAGE,59000,Home improvement,0,8420,1477.72,0,761.32,2,0,0,77085,49385,12000,62585,1
35000, 36 months,24.37,1379.96,E,E2,6 years,MORTGAGE,60000,Debt consolidation,3,8422,2688.84,0,1379.96,9,0,0,281323,30029,11100,33495,1
6000, 36 months,8.19,188.55,A,A4,3 years,RENT,40000,Credit card refinancing,0,7366,373,0,188.55,7,0,0,48586,28764,11300,27986,1
35000, 60 months,11.8,775.03,B,B4,2 years,MORTGAGE,97000,Credit card refinancing,0,11274,1400.92,0,775.03,5,0,0,393505,57978,75100,68100,1
7000, 36 months,11.8,231.84,B,B4,7 years,RENT,95000,Debt consolidation,0,12310,431.57,0,231.84,6,0,0,45469,30867,8000,24769,1
32000, 60 months,27.27,982.31,E,E5,5 years,RENT,51000,Debt consolidation,0,5147,1891.9,0,982.31,7,0,0,53952,47531,15300,38652,1
30000, 60 months,26.31,903.73,E,E4,10+ years,MORTGAGE,120000,Credit card refinancing,0,29040,859.88,0,925.66,5,0,0,573600,48391,42700,22000,1
36000, 60 months,8.19,733.23,A,A4,3 years,MORTGAGE,80000,Home improvement,0,25455,1441.89,0,733.23,5,0,0,1278084,57653,69000,42274,1
32000, 36 months,10.72,1043.41,B,B2,10+ years,MORTGAGE,100000,Debt consolidation,0,31845,1024.35,0,1052.94,3,0,0,312877,52389,60300,25326,1
1950, 36 months,13.56,66.24,C,C1,nan,RENT,11000,Credit card refinancing,2,1171,66.25,0,68.45,8,0,0,3200,1171,1300,0,1
3000, 36 months,11.8,99.36,B,B4,nan,MORTGAGE,17670,Debt consolidation,1,2043,195.77,0,99.36,6,0,0,92400,6806,4600,5000,1
14000, 36 months,10.33,453.92,B,B1,10+ years,RENT,65000,Debt consolidation,0,18676,851.61,0,453.92,4,0,0,101611,54381,25400,63711,1
20000, 60 months,17.97,507.55,D,D1,2 years,RENT,48000,Debt consolidation,0,13337,487.59,0,517.54,2,0,0,28900,13337,28900,0,1
2500, 36 months,15.02,86.69,C,C3,nan,OWN,29000,Debt consolidation,0,9320,170.25,0,86.69,1,0,0,14000,12846,10000,4000,1
26500, 36 months,7.56,825.05,A,A3,< 1 year,MORTGAGE,90000,Debt consolidation,0,19558,1633.4,0,825.05,3,0,0,247815,57847,23100,45556,1
25000, 36 months,8.19,785.61,A,A4,10+ years,MORTGAGE,115000,Credit card refinancing,1,38866,1554.16,0,785.61,7,0,0,465295,134897,64400,118822,1
10000, 60 months,11.8,221.44,B,B4,2 years,MORTGAGE,50000,Debt consolidation,2,1093,433.05,0,221.44,6,0,0,228912,21244,8400,26637,1
10000, 36 months,18.94,366.26,D,D2,10+ years,RENT,52000,Credit card refinancing,0,13465,716.74,0,366.26,2,0,0,64663,43924,10900,46363,1
22000, 36 months,14.47,756.94,C,C2,10+ years,OWN,150000,Credit card refinancing,2,13878,1487.35,0,756.94,4,0,0,175958,110477,30500,145458,1
20000, 60 months,8.19,407.35,A,A4,10+ years,RENT,90000,Debt consolidation,0,21568,801.05,0,407.35,0,0,0,33300,21568,28000,0,1
10000, 36 months,7.56,311.34,A,A3,nan,OWN,35000,Debt consolidation,0,9062,587.72,0,282.68,3,0,0,35500,9062,23300,0,1
20000, 36 months,11.31,657.72,B,B3,3 years,MORTGAGE,80200,Debt consolidation,0,30595,1296.59,0,657.72,1,0,0,64849,45880,28500,26849,1
11000, 36 months,10.72,358.67,B,B2,1 year,MORTGAGE,130000,Credit card refinancing,0,32135,707.51,0,358.67,3,0,0,183214,32135,24200,0,1
24000, 60 months,16.14,585.43,C,C4,nan,MORTGAGE,62000,Debt consolidation,0,22672,563.91,0,596.19,6,0,0,107024,52184,55000,47024,1
20000, 36 months,10.72,652.13,B,B2,3 years,RENT,95000,Debt consolidation,1,14114,1220.88,0,652.13,3,0,0,108766,73712,30800,56666,1
8000, 36 months,16.14,281.81,C,C4,3 years,MORTGAGE,64000,Home improvement,3,13422,552.86,0,281.81,3,0,0,74460,41086,17000,44360,1
25000, 60 months,16.91,620.11,C,C5,< 1 year,RENT,95000,Debt consolidation,0,17459,1204.99,0,620.11,3,0,0,69856,45041,13300,47556,1
5000, 36 months,7.02,154.44,A,A2,10+ years,MORTGAGE,206000,Car financing,2,78612,305.96,0,154.44,2,0,0,477224,127229,55800,80542,1
11000, 36 months,8.19,345.67,A,A4,4 years,MORTGAGE,1120000,Credit card refinancing,1,12521,375.7,0,383.21,2,0,0,195617,46339,8800,47174,1
10000, 36 months,6.46,306.31,A,A1,2 years,RENT,61500,Credit card refinancing,0,10481,607.24,0,306.31,10,0,0,66474,32183,31700,23374,1
10450, 60 months,12.98,237.67,B,B5,10+ years,MORTGAGE,58000,Credit card refinancing,1,8956,10573.66693,0,10584.97,9,0,0,262550,40411,26100,33096,1
35000, 36 months,8.19,1099.85,A,A4,9 years,OWN,80000,Home improvement,0,3370,2175.81,0,1099.85,3,0,0,102478,69881,20200,82278,1
30000, 36 months,7.02,926.59,A,A2,< 1 year,MORTGAGE,80000,Credit card refinancing,0,26029,1985.63,0,926.59,5,0,0,324773,55583,18400,46976,1
10000, 36 months,15.02,346.76,C,C3,< 1 year,OWN,95000,Other,0,31223,681,0,346.76,1,0,0,51275,36728,32100,10275,1
15000, 36 months,6.46,459.47,A,A1,10+ years,OWN,129996,Debt consolidation,0,16760,886.64,0,459.47,1,0,0,109564,63634,32500,69664,1
10000, 36 months,11.8,331.19,B,B4,7 years,RENT,65000,Debt consolidation,0,9874,652.55,0,331.19,4,0,0,37195,20164,5800,17295,1
16000, 60 months,11.8,354.3,B,B4,10+ years,RENT,46000,Other,0,3201,692.87,0,354.3,3,0,0,43426,18336,13600,27026,1
6000, 36 months,8.19,188.55,A,A4,10+ years,MORTGAGE,74000,Debt consolidation,1,7911,373,0,188.55,4,0,0,117492,34191,3400,44242,1
8000, 36 months,8.81,253.7,A,A5,2 years,RENT,125000,Debt consolidation,0,37815,501.53,0,253.7,0,0,0,80700,45641,34600,35600,1
40000, 36 months,6.46,1225.24,A,A1,1 year,MORTGAGE,110000,Debt consolidation,1,24643,2428.95,0,1225.24,10,0,0,679400,124396,121900,100479,1
16000, 60 months,16.14,390.29,C,C4,3 years,RENT,80000,Credit card refinancing,0,30355,476.37,0,497.89,1,0,0,199998,261746,28400,168398,1
4600, 36 months,7.02,142.08,A,A2,2 years,MORTGAGE,175000,Debt consolidation,0,22135,281.47,0,142.08,9,0,0,679840,127757,87500,134140,1
10000, 36 months,6.46,306.31,A,A1,10+ years,MORTGAGE,115000,Debt consolidation,1,10147,607.24,0,306.31,3,0,0,161727,35417,7400,34939,1
30000, 36 months,16.14,1056.79,C,C4,< 1 year,MORTGAGE,90000,Business,0,25848,2073.23,0,1056.79,2,0,0,53171,27471,47300,4871,1
13000, 36 months,8.19,408.52,A,A4,10+ years,MORTGAGE,35000,Credit card refinancing,0,24674,808.17,0,408.52,7,0,0,169917,24674,38300,0,1
24000, 60 months,10.72,518.48,B,B2,10+ years,MORTGAGE,76500,Credit card refinancing,0,14749,922.62,0,518.48,5,0,0,230141,24036,13000,30441,1
6000, 36 months,7.02,185.32,A,A2,10+ years,MORTGAGE,20000,Home improvement,0,6665,367.13,0,185.32,2,0,0,142375,16442,24100,27075,1
11000, 36 months,7.02,339.75,A,A2,< 1 year,MORTGAGE,150000,Credit card refinancing,1,11018,335.46,0,341.9,14,0,0,341090,107085,13900,103049,1
6500, 36 months,7.56,202.37,A,A3,10+ years,MORTGAGE,67000,Home improvement,0,406,381.53,0,202.37,4,0,0,338423,15685,20300,31395,1
30000, 36 months,11.31,986.58,B,B3,5 years,MORTGAGE,190000,Credit card refinancing,0,78817,1944.88,0,986.58,9,0,0,1063850,220866,57700,203146,1
40000, 36 months,10.72,1304.26,B,B2,4 years,MORTGAGE,111000,Debt consolidation,1,9808,2572.79,0,1304.26,6,0,0,324781,89541,12700,119858,1
22400, 36 months,8.81,710.34,A,A5,10+ years,MORTGAGE,95000,Debt consolidation,2,21326,1404.23,0,710.34,3,0,0,339524,69121,25500,69228,1
20000, 60 months,16.14,487.86,C,C4,4 years,MORTGAGE,59000,Debt consolidation,1,12631,948.82,0,487.86,10,0,0,215630,36807,27350,42237,1
20500, 36 months,10.72,668.43,B,B2,2 years,RENT,85000,Debt consolidation,1,12472,1318.55,0,668.43,1,0,0,54888,35562,13000,35388,1
4500, 36 months,12.98,151.58,B,B5,10+ years,MORTGAGE,53000,Home buying,0,23672,298.29,0,151.58,4,0,0,410917,48952,36300,33210,1
10000, 36 months,20.89,376.19,D,D4,4 years,MORTGAGE,42000,Debt consolidation,1,7717,734.97,0,376.19,2,0,0,15500,7717,9700,0,1
10000, 36 months,8.81,317.12,A,A5,10+ years,RENT,90000,Debt consolidation,0,18728,626.9,0,317.12,7,0,0,149164,85560,11200,112597,1
40000, 36 months,6.46,1225.24,A,A1,1 year,MORTGAGE,186000,Credit card refinancing,0,42515,2321.29,0,1225.24,0,0,0,679367,109132,93400,95867,1
2500, 36 months,7.56,77.84,A,A3,4 years,RENT,37500,Credit card refinancing,1,1610,154.1,0,77.84,2,0,0,56465,9849,35700,20765,1
10000, 36 months,11.31,328.86,B,B3,nan,RENT,27064,Debt consolidation,0,3530,325.73,0,335.15,7,0,0,23194,11074,14500,8394,1
20500, 36 months,6.46,627.94,A,A1,10+ years,MORTGAGE,114500,Debt consolidation,2,9803,1244.84,0,627.94,6,0,0,410148,123675,10000,138248,1
5000, 36 months,11.8,165.6,B,B4,10+ years,MORTGAGE,72000,Credit card refinancing,1,1509,326.28,0,165.6,3,0,0,338800,30195,3500,33642,1
9600, 36 months,6.46,294.06,A,A1,10+ years,MORTGAGE,130000,Debt consolidation,1,11635,582.95,0,294.06,9,0,0,425835,88461,71200,109455,1
40000, 60 months,15.02,952.02,C,C3,9 years,RENT,120000,Debt consolidation,0,138,1853.97,0,952.02,7,0,0,58429,42315,10400,44329,1
35000, 36 months,12.98,1178.96,B,B5,8 years,MORTGAGE,385000,Debt consolidation,2,8873,2320.06,0,1178.96,1,0,0,370521,33210,60000,54828,1
12500, 60 months,19.92,330.62,D,D3,2 years,MORTGAGE,98000,Credit card refinancing,1,11568,640.49,0,330.62,14,0,0,248495,39457,14100,29395,1
12000, 36 months,8.81,380.54,A,A5,3 years,RENT,49000,Debt consolidation,0,7009,412.85,0,421.66,3,0,0,48900,31516,17600,31000,1
5000, 36 months,6.46,153.16,A,A1,1 year,MORTGAGE,50000,Credit card refinancing,1,5677,303.63,0,153.16,3,0,0,396541,5677,33100,0,1
15000, 36 months,15.02,520.13,C,C3,5 years,RENT,28000,Credit card refinancing,0,10753,1021.48,0,520.13,2,0,0,26400,10753,13200,0,1
35000, 60 months,8.19,712.87,A,A4,2 years,MORTGAGE,190000,Credit card refinancing,0,35389,696.95,0,720.84,4,0,0,512638,92824,27400,66364,1
12000, 36 months,8.19,377.09,A,A4,2 years,RENT,103000,Credit card refinancing,1,39761,745.99,0,377.09,5,0,0,191177,113495,54300,104177,1
3000, 36 months,8.19,94.28,A,A4,10+ years,RENT,56000,Credit card refinancing,1,1910,186.51,0,94.28,4,0,0,48193,15330,11000,18293,1
10000, 36 months,15.02,346.76,C,C3,2 years,RENT,40000,Debt consolidation,0,11102,681,0,346.76,4,0,0,39806,23894,9200,19906,1
25000, 36 months,27.27,1024.26,E,E5,10+ years,RENT,57000,Debt consolidation,0,24928,1991.71,0,1024.26,1,0,0,73851,44264,36500,32851,1
14000, 60 months,11.8,310.01,B,B4,10+ years,MORTGAGE,57000,Debt consolidation,2,14075,606.25,0,310.01,5,0,0,161043,48230,12200,54143,1
23000, 60 months,8.19,468.46,A,A4,4 years,MORTGAGE,153000,Credit card refinancing,0,23570,921.22,0,468.46,5,0,0,596790,44851,61900,56955,1
16000, 36 months,6.46,490.1,A,A1,4 years,MORTGAGE,43000,Credit card refinancing,1,14229,971.59,0,490.1,7,0,0,87966,66605,38200,47266,1
12000, 36 months,12.98,404.22,B,B5,10+ years,MORTGAGE,87400,Credit card refinancing,1,9148,795.46,0,404.22,2,0,0,408830,103466,12000,114000,1
3500, 36 months,14.47,120.43,C,C2,3 years,OWN,65000,Credit card refinancing,2,1288,286.64,0,120.43,9,0,0,27032,16650,6100,19932,1
13500, 36 months,6.46,413.52,A,A1,nan,MORTGAGE,11088,Credit card refinancing,1,4594,819.77,0,413.52,3,0,0,305111,4594,10300,0,1
4000, 36 months,16.91,142.44,C,C5,4 years,MORTGAGE,75000,Home improvement,1,6465,279.24,0,142.44,11,0,0,220949,125244,8600,129299,1
40000, 36 months,8.19,1256.97,A,A4,4 years,MORTGAGE,100000,Credit card refinancing,0,33001,2486.64,0,1256.97,6,0,0,283888,106348,23600,90863,1
37000, 36 months,6.46,1133.34,A,A1,10+ years,MORTGAGE,185300,Debt consolidation,0,36060,2246.76,0,1133.34,0,0,0,441067,49083,39600,15667,1
10000, 60 months,10.72,216.04,B,B2,4 years,MORTGAGE,100000,Credit card refinancing,1,3511,251.78,0,260.71,9,0,0,360712,68327,17700,73726,1
26000, 60 months,16.91,644.91,C,C5,10+ years,MORTGAGE,300000,Debt consolidation,2,94577,1253.18,0,644.91,11,0,0,838050,373441,89500,297263,1
5000, 36 months,15.02,173.38,C,C3,10+ years,OWN,24000,Other,0,16162,340.5,0,173.38,2,0,0,26000,17012,13900,2000,1
38500, 36 months,12.98,1296.85,B,B5,nan,OWN,70000,Debt consolidation,1,7804,2552.06,0,1296.85,6,0,0,95800,35719,49800,45000,1
